"","processname","processcode","startdatetime","objectname","stagecounts"
"10241","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-11,"MS Outlook Email VBO",14
"10242","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-11,"Outlook",6
"10243","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-11,"Utility - Collection Manipulation",11
"10244","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-11,"Utility - Date and Time Manipulation",10
"10245","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-11,"Utility - Environment",2
"10246","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-11,"Utility - File Management",6
"10247","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-11,"Utility - Strings",33
"10248","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-11,NA,1830
"10249","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-12,"Outlook",12
"10250","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-12,NA,60
"10251","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"Blueprism.Automate.clsWorkQueuesActions",10
"10252","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"Blueprism.AutomateProcessCore.clsCollectionActions",26
"10253","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"Calendars",10
"10254","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"Custom String Actions",71
"10255","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"MS Outlook Email VBO",17
"10256","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"Outlook",3
"10257","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"Utility - Collection Manipulation",14
"10258","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"Utility - Date and Time Manipulation",13
"10259","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"Utility - Environment",3
"10260","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"Utility - File Management",7
"10261","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,"Utility - Strings",42
"10262","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-13,NA,2334
"10263","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"Blueprism.Automate.clsWorkQueuesActions",24
"10264","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"Blueprism.AutomateProcessCore.clsCollectionActions",50
"10265","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"Calendars",24
"10266","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"Custom String Actions",135
"10267","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"MS Outlook Email VBO",28
"10268","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"Outlook",3
"10269","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"Utility - Collection Manipulation",25
"10270","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"Utility - Date and Time Manipulation",25
"10271","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"Utility - Environment",3
"10272","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"Utility - File Management",4
"10273","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,"Utility - Strings",75
"10274","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-14,NA,4321
"10275","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"Blueprism.Automate.clsWorkQueuesActions",32
"10276","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"Blueprism.AutomateProcessCore.clsCollectionActions",72
"10277","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"Calendars",32
"10278","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"Custom String Actions",176
"10279","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"MS Outlook Email VBO",38
"10280","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"Outlook",3
"10281","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"Utility - Collection Manipulation",34
"10282","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"Utility - Date and Time Manipulation",33
"10283","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"Utility - Environment",3
"10284","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"Utility - File Management",6
"10285","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,"Utility - Strings",102
"10286","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-15,NA,5792
"10287","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"Blueprism.Automate.clsWorkQueuesActions",42
"10288","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"Blueprism.AutomateProcessCore.clsCollectionActions",99
"10289","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"Calendars",45
"10290","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"Custom String Actions",251
"10291","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"MS Outlook Email VBO",57
"10292","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"Outlook",3
"10293","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"Utility - Collection Manipulation",50
"10294","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"Utility - Date and Time Manipulation",48
"10295","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"Utility - Environment",3
"10296","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"Utility - File Management",13
"10297","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,"Utility - Strings",150
"10298","P9 - P37 - Simple and Complex Booking Loader","P9",2019-10-16,NA,8347
"10299","P9 - Simple Booking Queue Processor","P9",2019-09-27,"Blueprism.Automate.clsCredentialsActions",28
"10300","P9 - Simple Booking Queue Processor","P9",2019-09-27,"Blueprism.Automate.clsWorkQueuesActions",58
"10301","P9 - Simple Booking Queue Processor","P9",2019-09-27,"ITRAM",137
"10302","P9 - Simple Booking Queue Processor","P9",2019-09-27,"MS Outlook Email VBO",30
"10303","P9 - Simple Booking Queue Processor","P9",2019-09-27,"Outlook",12
"10304","P9 - Simple Booking Queue Processor","P9",2019-09-27,"Utility - Environment",32
"10305","P9 - Simple Booking Queue Processor","P9",2019-09-27,"Utility - File Management",2
"10306","P9 - Simple Booking Queue Processor","P9",2019-09-27,NA,521
"10307","P9 - Simple Booking Queue Processor","P9",2019-09-28,"Blueprism.Automate.clsWorkQueuesActions",3
"10308","P9 - Simple Booking Queue Processor","P9",2019-09-28,"MS Outlook Email VBO",3
"10309","P9 - Simple Booking Queue Processor","P9",2019-09-28,"Outlook",12
"10310","P9 - Simple Booking Queue Processor","P9",2019-09-28,"Utility - Environment",6
"10311","P9 - Simple Booking Queue Processor","P9",2019-09-28,"Utility - File Management",3
"10312","P9 - Simple Booking Queue Processor","P9",2019-09-28,NA,48
"10313","P9 - Simple Booking Queue Processor","P9",2019-09-29,"Blueprism.Automate.clsCredentialsActions",1
"10314","P9 - Simple Booking Queue Processor","P9",2019-09-29,"Blueprism.Automate.clsWorkQueuesActions",5
"10315","P9 - Simple Booking Queue Processor","P9",2019-09-29,"ITRAM",3
"10316","P9 - Simple Booking Queue Processor","P9",2019-09-29,"MS Outlook Email VBO",4
"10317","P9 - Simple Booking Queue Processor","P9",2019-09-29,"Outlook",12
"10318","P9 - Simple Booking Queue Processor","P9",2019-09-29,"Utility - Environment",7
"10319","P9 - Simple Booking Queue Processor","P9",2019-09-29,"Utility - File Management",3
"10320","P9 - Simple Booking Queue Processor","P9",2019-09-29,NA,63
"10321","P9 - Simple Booking Queue Processor","P9",2019-09-30,"Blueprism.Automate.clsCredentialsActions",18
"10322","P9 - Simple Booking Queue Processor","P9",2019-09-30,"Blueprism.Automate.clsWorkQueuesActions",39
"10323","P9 - Simple Booking Queue Processor","P9",2019-09-30,"ITRAM",90
"10324","P9 - Simple Booking Queue Processor","P9",2019-09-30,"MS Outlook Email VBO",25
"10325","P9 - Simple Booking Queue Processor","P9",2019-09-30,"Outlook",14
"10326","P9 - Simple Booking Queue Processor","P9",2019-09-30,"Utility - Environment",24
"10327","P9 - Simple Booking Queue Processor","P9",2019-09-30,"Utility - File Management",3
"10328","P9 - Simple Booking Queue Processor","P9",2019-09-30,NA,359
"10329","P9 - Simple Booking Queue Processor","P9",2019-10-01,"Blueprism.Automate.clsCredentialsActions",37
"10330","P9 - Simple Booking Queue Processor","P9",2019-10-01,"Blueprism.Automate.clsWorkQueuesActions",77
"10331","P9 - Simple Booking Queue Processor","P9",2019-10-01,"ITRAM",202
"10332","P9 - Simple Booking Queue Processor","P9",2019-10-01,"MS Outlook Email VBO",42
"10333","P9 - Simple Booking Queue Processor","P9",2019-10-01,"Outlook",12
"10334","P9 - Simple Booking Queue Processor","P9",2019-10-01,"Utility - Environment",43
"10335","P9 - Simple Booking Queue Processor","P9",2019-10-01,"Utility - File Management",3
"10336","P9 - Simple Booking Queue Processor","P9",2019-10-01,NA,667
"10337","P9 - Simple Booking Queue Processor","P9",2019-10-02,"Blueprism.Automate.clsCredentialsActions",27
"10338","P9 - Simple Booking Queue Processor","P9",2019-10-02,"Blueprism.Automate.clsWorkQueuesActions",57
"10339","P9 - Simple Booking Queue Processor","P9",2019-10-02,"ITRAM",149
"10340","P9 - Simple Booking Queue Processor","P9",2019-10-02,"MS Outlook Email VBO",31
"10341","P9 - Simple Booking Queue Processor","P9",2019-10-02,"Outlook",12
"10342","P9 - Simple Booking Queue Processor","P9",2019-10-02,"Utility - Environment",33
"10343","P9 - Simple Booking Queue Processor","P9",2019-10-02,"Utility - File Management",3
"10344","P9 - Simple Booking Queue Processor","P9",2019-10-02,NA,500
"10345","P9 - Simple Booking Queue Processor","P9",2019-10-03,"Blueprism.Automate.clsCredentialsActions",11
"10346","P9 - Simple Booking Queue Processor","P9",2019-10-03,"Blueprism.Automate.clsWorkQueuesActions",25
"10347","P9 - Simple Booking Queue Processor","P9",2019-10-03,"ITRAM",55
"10348","P9 - Simple Booking Queue Processor","P9",2019-10-03,"MS Outlook Email VBO",16
"10349","P9 - Simple Booking Queue Processor","P9",2019-10-03,"Outlook",12
"10350","P9 - Simple Booking Queue Processor","P9",2019-10-03,"Utility - Environment",17
"10351","P9 - Simple Booking Queue Processor","P9",2019-10-03,"Utility - File Management",3
"10352","P9 - Simple Booking Queue Processor","P9",2019-10-03,NA,231
"10353","P9 - Simple Booking Queue Processor","P9",2019-10-04,"Blueprism.Automate.clsCredentialsActions",35
"10354","P9 - Simple Booking Queue Processor","P9",2019-10-04,"Blueprism.Automate.clsWorkQueuesActions",73
"10355","P9 - Simple Booking Queue Processor","P9",2019-10-04,"ITRAM",191
"10356","P9 - Simple Booking Queue Processor","P9",2019-10-04,"MS Outlook Email VBO",42
"10357","P9 - Simple Booking Queue Processor","P9",2019-10-04,"Outlook",12
"10358","P9 - Simple Booking Queue Processor","P9",2019-10-04,"Utility - Environment",41
"10359","P9 - Simple Booking Queue Processor","P9",2019-10-04,"Utility - File Management",3
"10360","P9 - Simple Booking Queue Processor","P9",2019-10-04,NA,637
"10361","P9 - Simple Booking Queue Processor","P9",2019-10-05,"Blueprism.Automate.clsCredentialsActions",1
"10362","P9 - Simple Booking Queue Processor","P9",2019-10-05,"Blueprism.Automate.clsWorkQueuesActions",5
"10363","P9 - Simple Booking Queue Processor","P9",2019-10-05,"ITRAM",3
"10364","P9 - Simple Booking Queue Processor","P9",2019-10-05,"MS Outlook Email VBO",4
"10365","P9 - Simple Booking Queue Processor","P9",2019-10-05,"Outlook",12
"10366","P9 - Simple Booking Queue Processor","P9",2019-10-05,"Utility - Environment",7
"10367","P9 - Simple Booking Queue Processor","P9",2019-10-05,"Utility - File Management",3
"10368","P9 - Simple Booking Queue Processor","P9",2019-10-05,NA,63
"10369","P9 - Simple Booking Queue Processor","P9",2019-10-06,"Blueprism.Automate.clsWorkQueuesActions",3
"10370","P9 - Simple Booking Queue Processor","P9",2019-10-06,"MS Outlook Email VBO",3
"10371","P9 - Simple Booking Queue Processor","P9",2019-10-06,"Outlook",12
"10372","P9 - Simple Booking Queue Processor","P9",2019-10-06,"Utility - Environment",6
"10373","P9 - Simple Booking Queue Processor","P9",2019-10-06,"Utility - File Management",3
"10374","P9 - Simple Booking Queue Processor","P9",2019-10-06,NA,48
"10375","P9 - Simple Booking Queue Processor","P9",2019-10-07,"Blueprism.Automate.clsCredentialsActions",1
"10376","P9 - Simple Booking Queue Processor","P9",2019-10-07,"Blueprism.Automate.clsWorkQueuesActions",4
"10377","P9 - Simple Booking Queue Processor","P9",2019-10-07,"ITRAM",6
"10378","P9 - Simple Booking Queue Processor","P9",2019-10-07,"MS Outlook Email VBO",3
"10379","P9 - Simple Booking Queue Processor","P9",2019-10-07,"Outlook",8
"10380","P9 - Simple Booking Queue Processor","P9",2019-10-07,"Utility - Environment",5
"10381","P9 - Simple Booking Queue Processor","P9",2019-10-07,"Utility - File Management",2
"10382","P9 - Simple Booking Queue Processor","P9",2019-10-07,NA,49
"10383","P9 - Simple Booking Queue Processor","P9",2019-10-08,"Blueprism.Automate.clsCredentialsActions",9
"10384","P9 - Simple Booking Queue Processor","P9",2019-10-08,"Blueprism.Automate.clsWorkQueuesActions",21
"10385","P9 - Simple Booking Queue Processor","P9",2019-10-08,"ITRAM",44
"10386","P9 - Simple Booking Queue Processor","P9",2019-10-08,"MS Outlook Email VBO",13
"10387","P9 - Simple Booking Queue Processor","P9",2019-10-08,"Outlook",12
"10388","P9 - Simple Booking Queue Processor","P9",2019-10-08,"Utility - Environment",15
"10389","P9 - Simple Booking Queue Processor","P9",2019-10-08,"Utility - File Management",3
"10390","P9 - Simple Booking Queue Processor","P9",2019-10-08,NA,196
"10391","P9 - Simple Booking Queue Processor","P9",2019-10-09,"Blueprism.Automate.clsCredentialsActions",24
"10392","P9 - Simple Booking Queue Processor","P9",2019-10-09,"Blueprism.Automate.clsWorkQueuesActions",51
"10393","P9 - Simple Booking Queue Processor","P9",2019-10-09,"ITRAM",137
"10394","P9 - Simple Booking Queue Processor","P9",2019-10-09,"MS Outlook Email VBO",31
"10395","P9 - Simple Booking Queue Processor","P9",2019-10-09,"Outlook",12
"10396","P9 - Simple Booking Queue Processor","P9",2019-10-09,"Utility - Environment",30
"10397","P9 - Simple Booking Queue Processor","P9",2019-10-09,"Utility - File Management",3
"10398","P9 - Simple Booking Queue Processor","P9",2019-10-09,NA,458
"10399","P9 - Simple Booking Queue Processor","P9",2019-10-10,"Blueprism.Automate.clsCredentialsActions",27
"10400","P9 - Simple Booking Queue Processor","P9",2019-10-10,"Blueprism.Automate.clsWorkQueuesActions",57
"10401","P9 - Simple Booking Queue Processor","P9",2019-10-10,"ITRAM",120
"10402","P9 - Simple Booking Queue Processor","P9",2019-10-10,"MS Outlook Email VBO",33
"10403","P9 - Simple Booking Queue Processor","P9",2019-10-10,"Outlook",13
"10404","P9 - Simple Booking Queue Processor","P9",2019-10-10,"Utility - Environment",33
"10405","P9 - Simple Booking Queue Processor","P9",2019-10-10,"Utility - File Management",3
"10406","P9 - Simple Booking Queue Processor","P9",2019-10-10,NA,489
"10407","P9 - Simple Booking Queue Processor","P9",2019-10-11,"Blueprism.Automate.clsCredentialsActions",5
"10408","P9 - Simple Booking Queue Processor","P9",2019-10-11,"Blueprism.Automate.clsWorkQueuesActions",12
"10409","P9 - Simple Booking Queue Processor","P9",2019-10-11,"ITRAM",29
"10410","P9 - Simple Booking Queue Processor","P9",2019-10-11,"MS Outlook Email VBO",8
"10411","P9 - Simple Booking Queue Processor","P9",2019-10-11,"Outlook",12
"10412","P9 - Simple Booking Queue Processor","P9",2019-10-11,"Utility - Environment",9
"10413","P9 - Simple Booking Queue Processor","P9",2019-10-11,"Utility - File Management",2
"10414","P9 - Simple Booking Queue Processor","P9",2019-10-11,NA,142
"10415","P9 - Simple Booking Queue Processor","P9",2019-10-12,"Outlook",12
"10416","P9 - Simple Booking Queue Processor","P9",2019-10-12,NA,72
"10417","P9 - Simple Booking Queue Processor","P9",2019-10-13,"Blueprism.Automate.clsCredentialsActions",8
"10418","P9 - Simple Booking Queue Processor","P9",2019-10-13,"Blueprism.Automate.clsWorkQueuesActions",19
"10419","P9 - Simple Booking Queue Processor","P9",2019-10-13,"ITRAM",36
"10420","P9 - Simple Booking Queue Processor","P9",2019-10-13,"MS Outlook Email VBO",11
"10421","P9 - Simple Booking Queue Processor","P9",2019-10-13,"Outlook",12
"10422","P9 - Simple Booking Queue Processor","P9",2019-10-13,"Utility - Environment",14
"10423","P9 - Simple Booking Queue Processor","P9",2019-10-13,"Utility - File Management",3
"10424","P9 - Simple Booking Queue Processor","P9",2019-10-13,NA,176
"10425","P9 - Simple Booking Queue Processor","P9",2019-10-14,"Blueprism.Automate.clsCredentialsActions",18
"10426","P9 - Simple Booking Queue Processor","P9",2019-10-14,"Blueprism.Automate.clsWorkQueuesActions",39
"10427","P9 - Simple Booking Queue Processor","P9",2019-10-14,"ITRAM",71
"10428","P9 - Simple Booking Queue Processor","P9",2019-10-14,"MS Outlook Email VBO",22
"10429","P9 - Simple Booking Queue Processor","P9",2019-10-14,"Outlook",16
"10430","P9 - Simple Booking Queue Processor","P9",2019-10-14,"Utility - Environment",24
"10431","P9 - Simple Booking Queue Processor","P9",2019-10-14,"Utility - File Management",3
"10432","P9 - Simple Booking Queue Processor","P9",2019-10-14,NA,352
"10433","P9 - Simple Booking Queue Processor","P9",2019-10-15,"Blueprism.Automate.clsCredentialsActions",27
"10434","P9 - Simple Booking Queue Processor","P9",2019-10-15,"Blueprism.Automate.clsWorkQueuesActions",57
"10435","P9 - Simple Booking Queue Processor","P9",2019-10-15,"ITRAM",138
"10436","P9 - Simple Booking Queue Processor","P9",2019-10-15,"MS Outlook Email VBO",31
"10437","P9 - Simple Booking Queue Processor","P9",2019-10-15,"Outlook",16
"10438","P9 - Simple Booking Queue Processor","P9",2019-10-15,"Utility - Environment",33
"10439","P9 - Simple Booking Queue Processor","P9",2019-10-15,"Utility - File Management",3
"10440","P9 - Simple Booking Queue Processor","P9",2019-10-15,NA,532
"10441","P9 - Simple Booking Queue Processor","P9",2019-10-16,"Blueprism.Automate.clsCredentialsActions",16
"10442","P9 - Simple Booking Queue Processor","P9",2019-10-16,"Blueprism.Automate.clsWorkQueuesActions",28
"10443","P9 - Simple Booking Queue Processor","P9",2019-10-16,"ITRAM",74
"10444","P9 - Simple Booking Queue Processor","P9",2019-10-16,"MS Outlook Email VBO",18
"10445","P9 - Simple Booking Queue Processor","P9",2019-10-16,"Outlook",11
"10446","P9 - Simple Booking Queue Processor","P9",2019-10-16,"Utility - Environment",17
"10447","P9 - Simple Booking Queue Processor","P9",2019-10-16,"Utility - File Management",2
"10448","P9 - Simple Booking Queue Processor","P9",2019-10-16,NA,275
"10449","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-09-26,"Utility - Environment",1
"10450","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-09-26,NA,51
"10451","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-09-27,"Utility - Environment",4
"10452","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-09-27,NA,384
"10453","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-09-28,NA,4
"10454","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-09-29,"Utility - Environment",1
"10455","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-09-29,NA,30
"10456","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-09-30,"Utility - Environment",4
"10457","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-09-30,NA,228
"10458","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-01,"Utility - Environment",4
"10459","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-01,NA,264
"10460","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-02,"Utility - Environment",3
"10461","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-02,NA,129
"10462","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-03,"Utility - Environment",3
"10463","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-03,NA,618
"10464","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-04,"Utility - Environment",4
"10465","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-04,NA,264
"10466","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-05,NA,5
"10467","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-06,"Utility - Environment",2
"10468","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-06,NA,56
"10469","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-07,"Utility - Environment",2
"10470","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-07,NA,68
"10471","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-08,"Utility - Environment",3
"10472","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-08,NA,273
"10473","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-09,"Utility - Environment",4
"10474","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-09,NA,240
"10475","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-10,"Utility - Environment",4
"10476","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-10,NA,336
"10477","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-11,"Utility - Environment",2
"10478","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-11,NA,222
"10479","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-12,NA,48
"10480","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-13,"Utility - Environment",2
"10481","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-13,NA,186
"10482","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-14,"Utility - Environment",3
"10483","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-14,NA,381
"10484","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-15,"Utility - Environment",4
"10485","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-15,NA,288
"10486","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-16,"Utility - Environment",3
"10487","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Loader","P91",2019-10-16,NA,261
"10488","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-09-26,NA,15
"10489","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-09-27,NA,135
"10490","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-09-29,NA,5
"10491","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-09-30,NA,70
"10492","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-01,NA,85
"10493","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-02,NA,35
"10494","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-03,NA,95
"10495","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-04,NA,85
"10496","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-06,NA,10
"10497","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-07,NA,15
"10498","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-08,NA,95
"10499","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-09,NA,75
"10500","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-10,"Blueprism.AutomateProcessCore.clsCollectionActions",1
"10501","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-10,NA,117
"10502","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-11,NA,90
"10503","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-12,NA,40
"10504","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-13,NA,61
"10505","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-14,NA,136
"10506","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-15,NA,95
"10507","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-16,"Blueprism.Automate.clsWorkQueuesActions",1
"10508","P91 - SAS - Faculty Services Email Text Analytics (FASS) - Queue Processor","P91",2019-10-16,NA,96
"10509","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-26,"Blueprism.Automate.clsCredentialsActions",1
"10510","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-26,"Blueprism.Automate.clsWorkQueuesActions",44
"10511","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-26,"Blueprism.AutomateProcessCore.clsCollectionActions",62
"10512","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-26,"Custom String Actions",43
"10513","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-26,"MS Outlook Email VBO",18
"10514","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-26,"Outlook",2
"10515","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-26,"SITS",63
"10516","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-26,"Utility - Environment",1
"10517","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-26,"Utility - General",2
"10518","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-26,NA,1284
"10519","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-27,"Blueprism.Automate.clsCredentialsActions",2
"10520","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-27,"Blueprism.Automate.clsWorkQueuesActions",45
"10521","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-27,"Blueprism.AutomateProcessCore.clsCollectionActions",114
"10522","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-27,"Custom String Actions",66
"10523","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-27,"MS Outlook Email VBO",19
"10524","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-27,"Outlook",4
"10525","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-27,"SITS",57
"10526","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-27,"Utility - Environment",2
"10527","P94 - SID in Student Email Enquiry (Student Compliance) PART A","P94",2019-09-27,"Utility - General",4
